idx,x,y,hlen,hcod
0,0,0,3,111
1,0,1,3,101
2,0,2,5,1001
3,0,3,6,1110
4,0,4,8,1111
5,0,5,9,111
6,1,0,3,110
7,1,1,3,100
8,1,2,4,101
9,1,3,5,101
10,1,4,6,110
11,1,5,8,111
12,2,0,4,111
13,2,1,4,110
14,2,2,5,1000
15,2,3,6,1000
16,2,4,7,1000
17,2,5,8,101
18,3,0,6,1111
19,3,1,5,110
20,3,2,6,1001
21,3,3,7,1010
22,3,4,7,101
23,3,5,8,1
24,4,0,7,1011
25,4,1,6,111
26,4,2,7,1001
27,4,3,7,110
28,4,4,8,100
29,4,5,9,1
30,5,0,8,1110
31,5,1,7,100
32,5,2,8,110
33,5,3,8,10
34,5,4,9,110
35,5,5,9,0
