idx,x,y,hlen,hcod
0,0,0,1,1
1,0,1,3,10
2,0,2,6,110
3,0,3,7,101
4,1,0,3,11
5,1,1,3,1
6,1,2,6,100
7,1,3,7,100
8,2,0,6,111
9,2,1,6,101
10,2,2,7,111
11,2,3,8,1
12,3,0,7,110
13,3,1,6,1
14,3,2,7,1
15,3,3,8,0
