idx,x,y,hlen,hcod
0,0,0,1,1
1,0,1,3,10
2,0,2,6,1010
3,0,3,8,10011
4,0,4,8,10000
5,0,5,9,1010
6,1,0,3,11
7,1,1,4,11
8,1,2,6,111
9,1,3,7,1010
10,1,4,7,101
11,1,5,8,11
12,2,0,6,1011
13,2,1,5,100
14,2,2,7,1101
15,2,3,8,10001
16,2,4,8,1000
17,2,5,9,100
18,3,0,7,1100
19,3,1,7,1011
20,3,2,8,10010
21,3,3,9,1111
22,3,4,9,1011
23,3,5,9,10
24,4,0,7,111
25,4,1,7,110
26,4,2,8,1001
27,4,3,9,1110
28,4,4,9,11
29,4,5,10,1
30,5,0,8,110
31,5,1,8,100
32,5,2,9,101
33,5,3,10,11
34,5,4,10,10
35,5,5,10,0
