idx,x,y,hlen,hcod
212,13,4,10,100100000
213,13,5,10,100011010
214,13,6,10,100010001
215,13,7,10,100001010
216,13,8,11,1000000011
217,13,9,11,101111100
218,13,10,11,101110110
219,13,11,11,101110001
220,13,12,11,101101101
221,13,13,11,101101001
222,13,14,11,101100101
223,13,15,8,10
224,14,0,12,10000001001
225,14,1,10,100011000
226,14,2,10,100010110
227,14,3,10,100010010
228,14,4,10,100001011
229,14,5,10,100001000
230,14,6,10,100000011
231,14,7,11,101111110
232,14,8,11,101111010
233,14,9,11,101110100
234,14,10,11,101101111
235,14,11,11,101101011
236,14,12,11,101101000
237,14,13,11,101100110
238,14,14,11,101100100
239,14,15,8,0
240,15,0,8,101011
241,15,1,7,10100
242,15,2,7,10011
243,15,3,7,10001
244,15,4,7,1111
245,15,5,7,1101
246,15,6,7,1011
247,15,7,7,1001
248,15,8,7,111
249,15,9,7,110
250,15,10,7,100
251,15,11,8,111
252,15,12,8,101
253,15,13,8,11
254,15,14,8,1
255,15,15,4,11
