idx,x,y,hlen,hcod
0,0,0,2,11
1,0,1,3,100
2,0,2,6,110
3,0,3,8,10010
4,0,4,8,1100
5,0,5,9,101
6,1,0,3,101
7,1,1,2,1
8,1,2,4,10
9,1,3,8,10000
10,1,4,8,1001
11,1,5,8,11
12,2,0,6,111
13,2,1,4,11
14,2,2,6,101
15,2,3,8,1110
16,2,4,8,111
17,2,5,9,11
18,3,0,8,10011
19,3,1,8,10001
20,3,2,8,1111
21,3,3,9,1101
22,3,4,9,1010
23,3,5,10,100
24,4,0,8,1101
25,4,1,7,101
26,4,2,8,1000
27,4,3,9,1011
28,4,4,10,101
29,4,5,10,1
30,5,0,9,1100
31,5,1,8,100
32,5,2,9,100
33,5,3,9,1
34,5,4,11,1
35,5,5,11,0
