idx,x,y,hlen,hcod
0,0,0,3,111
1,0,1,3,11
2,0,2,5,101
3,0,3,7,1
4,1,0,3,110
5,1,1,2,10
6,1,2,4,11
7,1,3,5,10
8,2,0,4,101
9,2,1,4,100
10,2,2,5,100
11,2,3,6,1
12,3,0,6,11
13,3,1,5,11
14,3,2,6,10
15,3,3,7,0
