idx,x,y,hlen,hcod
0,0,0,1,1
1,0,1,3,10
2,0,2,6,1
3,1,0,3,11
4,1,1,3,1
5,1,2,5,1
6,2,0,5,11
7,2,1,5,10
8,2,2,6,0
